participant, y, burst, z
47, 24, 25, 0
47, 17, 17, 0
47, 31, 32, 0
47, 52, 52, 0
47, 64, 64, 0
47, 29, 30, 0
47, 39, 39, 0
47, 44, 45, 0
47, 49, 50, 0
47, 21, 21, 0
47, 18, 19, 0
47, 10, 10, 0
47, 19, 20, 0
47, 25, 26, 0
47, 40, 41, 0
47, 60, 61, 0
47, 26, 26, 0
47, 25, 26, 0
47, 47, 47, 0
47, 13, 14, 0
47, 40, 41, 0
47, 59, 60, 0
47, 25, 26, 0
47, 13, 13, 0
47, 40, 41, 0
47, 55, 56, 0
47, 30, 30, 0
47, 30, 31, 0
47, 9, 9, 0
47, 20, 21, 0
47, 55, 56, 0
47, 17, 17, 0
47, 26, 27, 0
47, 40, 41, 0
47, 22, 23, 0
47, 29, 30, 0
47, 32, 33, 0
47, 34, 35, 0
47, 37, 38, 0
47, 21, 21, 0
47, 20, 21, 0
47, 10, 10, 0
47, 14, 15, 0
47, 23, 24, 0
47, 30, 31, 0
47, 41, 42, 0
47, 21, 22, 0
47, 34, 34, 0
47, 19, 20, 0
47, 30, 31, 0
47, 34, 35, 0
47, 35, 36, 0
47, 51, 52, 0
47, 13, 13, 0
47, 26, 27, 0
47, 45, 46, 0
47, 30, 30, 0
47, 16, 17, 0
47, 9, 9, 0
47, 28, 29, 0
47, 47, 48, 0
47, 17, 17, 0
47, 42, 43, 0
47, 52, 52, 0
48, 50, 51, 0
48, 105, 105, 0
48, 39, 39, 0
48, 26, 27, 0
48, 80, 81, 0
48, 21, 21, 0
48, 103, 104, 0
48, 10, 10, 0
48, 45, 46, 0
48, 32, 32, 0
48, 64, 64, 0
48, 101, 101, 0
48, 26, 26, 0
48, 14, 15, 0
48, 47, 47, 0
48, 21, 22, 0
48, 4, 5, 0
48, 55, 56, 0
48, 51, 52, 0
48, 13, 13, 0
48, 54, 55, 0
48, 93, 94, 0
48, 30, 30, 0
48, 44, 45, 0
48, 9, 9, 0
48, 64, 64, 0
48, 60, 61, 0
48, 17, 17, 0
48, 60, 61, 0
48, 52, 52, 0
48, 49, 50, 0
48, 95, 96, 0
48, 39, 39, 0
48, 88, 89, 0
48, 80, 81, 0
48, 21, 21, 0
48, 90, 91, 0
48, 10, 10, 0
48, 64, 64, 0
48, 32, 32, 0
48, 49, 50, 0
48, 85, 86, 0
48, 26, 26, 0
48, 34, 34, 0
48, 47, 47, 0
48, 48, 49, 0
48, 58, 59, 0
48, 88, 89, 0
48, 74, 75, 0
48, 13, 13, 0
48, 37, 38, 0
48, 62, 63, 0
48, 30, 30, 0
48, 88, 88, 0
48, 9, 9, 0
48, 64, 64, 0
48, 91, 91, 0
48, 17, 17, 0
48, 43, 44, 0
48, 52, 52, 0
48, 60, 61, 0
48, 80, 81, 0
48, 39, 39, 0
48, 80, 81, 0
48, 88, 88, 0
48, 21, 21, 0
48, 63, 64, 0
48, 10, 10, 0
48, 64, 64, 0
48, 32, 32, 0
48, 57, 58, 0
48, 74, 75, 0
48, 26, 26, 0
48, 34, 34, 0
48, 47, 47, 0
48, 79, 80, 0
48, 64, 64, 0
48, 59, 60, 0
48, 75, 75, 0
48, 13, 13, 0
48, 64, 64, 0
48, 45, 46, 0
48, 30, 30, 0
48, 68, 69, 0
48, 9, 9, 0
48, 64, 64, 0
48, 80, 81, 0
48, 17, 17, 0
48, 82, 83, 0
48, 52, 52, 0
49, 50, 51, 0
49, 98, 99, 0
49, 39, 39, 0
49, 63, 64, 0
49, 88, 88, 0
49, 21, 21, 0
49, 48, 49, 0
49, 10, 10, 0
49, 59, 60, 0
49, 32, 32, 0
49, 47, 48, 0
49, 75, 76, 0
49, 26, 26, 0
49, 34, 34, 0
49, 40, 41, 0
49, 76, 77, 0
49, 35, 36, 0
49, 95, 95, 0
49, 51, 52, 0
49, 13, 13, 0
49, 64, 64, 0
49, 59, 60, 0
49, 30, 30, 0
49, 80, 81, 0
49, 9, 9, 0
49, 32, 33, 0
49, 57, 58, 0
49, 17, 17, 0
49, 54, 55, 0
49, 52, 52, 0
49, 45, 46, 0
49, 67, 68, 0
49, 32, 33, 0
49, 54, 55, 0
49, 60, 61, 0
49, 21, 21, 0
49, 59, 60, 0
49, 10, 10, 0
49, 64, 64, 0
49, 32, 32, 0
49, 58, 59, 0
49, 66, 67, 0
49, 26, 26, 0
49, 34, 34, 0
49, 47, 47, 0
49, 66, 67, 0
49, 62, 63, 0
49, 56, 57, 0
49, 58, 59, 0
49, 13, 13, 0
49, 43, 44, 0
49, 68, 69, 0
49, 30, 30, 0
49, 64, 65, 0
49, 9, 9, 0
49, 64, 64, 0
49, 50, 51, 0
49, 17, 17, 0
49, 53, 54, 0
49, 52, 52, 0
49, 55, 56, 0
49, 57, 58, 0
49, 39, 39, 0
49, 31, 32, 0
49, 56, 57, 0
49, 21, 21, 0
49, 38, 39, 0
49, 10, 10, 0
49, 64, 64, 0
49, 32, 32, 0
49, 46, 47, 0
49, 48, 49, 0
49, 26, 26, 0
49, 34, 34, 0
49, 38, 39, 0
49, 41, 42, 0
49, 52, 53, 0
49, 41, 42, 0
49, 57, 58, 0
49, 13, 13, 0
49, 43, 44, 0
49, 46, 47, 0
49, 30, 30, 0
49, 34, 35, 0
49, 9, 9, 0
49, 52, 53, 0
49, 64, 65, 0
49, 17, 17, 0
49, 39, 40, 0
49, 45, 46, 0
50, 30, 31, 0
50, 37, 38, 0
50, 39, 39, 0
50, 27, 28, 0
50, 34, 35, 0
50, 21, 21, 0
50, 33, 34, 0
50, 10, 10, 0
50, 35, 36, 0
50, 32, 32, 0
50, 35, 36, 0
50, 48, 49, 0
50, 26, 26, 0
50, 34, 34, 0
50, 20, 21, 0
50, 30, 31, 0
50, 31, 32, 0
50, 26, 27, 0
50, 31, 32, 0
50, 13, 13, 0
50, 33, 34, 0
50, 36, 37, 0
50, 30, 30, 0
50, 41, 42, 0
50, 9, 9, 0
50, 33, 34, 0
50, 34, 35, 0
50, 17, 17, 0
50, 37, 38, 0
50, 40, 41, 0
50, 30, 31, 0
50, 38, 39, 0
50, 32, 33, 0
50, 32, 33, 0
50, 36, 37, 0
50, 21, 21, 0
50, 36, 37, 0
50, 10, 10, 0
50, 35, 36, 0
50, 32, 32, 0
50, 30, 31, 0
50, 35, 36, 0
50, 26, 26, 0
50, 34, 34, 0
50, 32, 33, 0
50, 30, 31, 0
50, 30, 31, 0
50, 28, 29, 0
50, 26, 27, 0
50, 13, 13, 0
50, 32, 33, 0
50, 30, 31, 0
50, 23, 24, 0
50, 25, 26, 0
50, 9, 9, 0
50, 30, 31, 0
50, 24, 25, 0
50, 17, 17, 0
50, 30, 31, 0
50, 33, 34, 0
50, 42, 43, 0
50, 44, 45, 0
50, 39, 39, 0
50, 36, 37, 0
50, 39, 40, 0
50, 21, 21, 0
50, 42, 43, 0
50, 10, 10, 0
50, 43, 44, 0
50, 32, 32, 0
50, 36, 37, 0
50, 42, 43, 0
50, 26, 26, 0
50, 34, 34, 0
50, 36, 37, 0
50, 37, 38, 0
50, 44, 45, 0
50, 37, 38, 0
50, 48, 49, 0
50, 13, 13, 0
50, 42, 43, 0
50, 54, 55, 0
50, 30, 30, 0
50, 55, 56, 0
50, 9, 9, 0
50, 40, 41, 0
50, 52, 53, 0
50, 17, 17, 0
50, 46, 47, 0
50, 48, 49, 0
51, 52, 53, 0
51, 64, 65, 0
51, 39, 39, 0
51, 35, 36, 0
51, 44, 45, 0
51, 21, 21, 0
51, 36, 37, 0
51, 10, 10, 0
51, 41, 42, 0
51, 32, 32, 0
51, 37, 38, 0
51, 25, 26, 0
51, 26, 26, 0
51, 29, 30, 0
51, 33, 34, 0
51, 34, 35, 0
51, 40, 41, 0
51, 49, 50, 0
51, 50, 51, 0
51, 13, 13, 0
51, 38, 39, 0
51, 45, 46, 0
51, 30, 30, 0
51, 41, 42, 0
51, 9, 9, 0
51, 39, 40, 0
51, 52, 53, 0
51, 17, 17, 0
51, 57, 58, 0
51, 52, 52, 0
51, 39, 40, 0
51, 52, 53, 0
51, 39, 39, 0
51, 48, 49, 0
51, 42, 43, 0
51, 21, 21, 0
51, 36, 37, 0
51, 10, 10, 0
51, 29, 30, 0
51, 32, 32, 0
51, 29, 30, 0
51, 31, 32, 0
51, 26, 26, 0
51, 24, 25, 0
51, 23, 24, 0
51, 41, 42, 0
51, 29, 30, 0
51, 32, 33, 0
51, 38, 39, 0
51, 13, 13, 0
51, 54, 55, 0
51, 32, 33, 0
51, 30, 30, 0
51, 32, 33, 0
51, 9, 9, 0
51, 46, 47, 0
51, 56, 57, 0
51, 17, 17, 0
51, 52, 53, 0
51, 30, 31, 0
51, 46, 47, 0
51, 39, 40, 0
51, 39, 39, 0
51, 27, 28, 0
51, 39, 40, 0
51, 21, 21, 0
51, 42, 43, 0
51, 10, 10, 0
51, 56, 57, 0
51, 32, 32, 0
51, 41, 42, 0
51, 41, 42, 0
51, 26, 26, 0
51, 34, 34, 0
51, 36, 37, 0
51, 44, 45, 0
51, 51, 52, 0
51, 64, 65, 0
51, 55, 56, 0
51, 13, 13, 0
51, 40, 41, 0
51, 46, 47, 0
51, 30, 30, 0
51, 37, 38, 0
51, 9, 9, 0
51, 56, 57, 0
51, 28, 29, 0
51, 17, 17, 0
51, 63, 64, 0
51, 32, 33, 0
52, 64, 64, 0
52, 52, 53, 0
52, 39, 39, 0
52, 32, 33, 0
52, 48, 49, 0
52, 21, 21, 0
52, 41, 42, 0
52, 10, 10, 0
52, 37, 38, 0
52, 32, 32, 0
52, 30, 31, 0
52, 33, 34, 0
52, 26, 26, 0
52, 31, 32, 0
52, 31, 32, 0
52, 35, 36, 0
52, 41, 42, 0
52, 41, 42, 0
52, 47, 48, 0
52, 13, 13, 0
52, 49, 50, 0
52, 53, 54, 0
52, 30, 30, 0
52, 45, 46, 0
52, 9, 9, 0
52, 40, 41, 0
52, 63, 64, 0
52, 17, 17, 0
52, 54, 55, 0
52, 52, 52, 0
52, 40, 41, 0
52, 40, 41, 0
52, 39, 39, 0
52, 47, 48, 0
52, 53, 54, 0
52, 21, 21, 0
52, 60, 61, 0
52, 10, 10, 0
52, 57, 58, 0
52, 32, 32, 0
52, 56, 57, 0
52, 59, 60, 0
52, 26, 26, 0
52, 34, 34, 0
52, 38, 39, 0
52, 55, 56, 0
52, 63, 64, 0
52, 68, 69, 0
52, 66, 67, 0
52, 13, 13, 0
52, 64, 64, 0
52, 58, 59, 0
52, 30, 30, 0
52, 54, 55, 0
52, 9, 9, 0
52, 58, 59, 0
52, 64, 65, 0
52, 17, 17, 0
52, 57, 58, 0
52, 52, 52, 0
52, 58, 59, 0
52, 64, 65, 0
52, 39, 39, 0
52, 62, 63, 0
52, 66, 67, 0
52, 21, 21, 0
52, 67, 68, 0
52, 10, 10, 0
52, 60, 61, 0
52, 32, 32, 0
52, 60, 61, 0
52, 71, 72, 0
52, 26, 26, 0
52, 34, 34, 0
52, 47, 47, 0
52, 47, 48, 0
52, 51, 52, 0
52, 58, 59, 0
52, 67, 68, 0
52, 13, 13, 0
52, 64, 64, 0
52, 52, 53, 0
52, 30, 30, 0
52, 47, 48, 0
52, 9, 9, 0
52, 51, 52, 0
52, 54, 55, 0
52, 17, 17, 0
52, 53, 54, 0
52, 52, 52, 0
53, 28, 29, 0
53, 45, 46, 0
53, 39, 39, 0
53, 38, 39, 0
53, 43, 44, 0
53, 21, 21, 0
53, 20, 21, 0
53, 10, 10, 0
53, 55, 56, 0
53, 32, 32, 0
53, 39, 40, 0
53, 26, 27, 0
53, 26, 26, 0
53, 34, 34, 0
53, 33, 34, 0
53, 33, 34, 0
53, 42, 43, 0
53, 42, 43, 0
53, 75, 75, 0
53, 13, 13, 0
53, 56, 57, 0
53, 62, 63, 0
53, 30, 30, 0
53, 88, 88, 0
53, 9, 9, 0
53, 64, 64, 0
53, 40, 41, 0
53, 16, 17, 0
53, 50, 51, 0
53, 46, 47, 0
53, 30, 31, 0
53, 44, 45, 0
53, 37, 38, 0
53, 48, 49, 0
53, 71, 72, 0
53, 21, 21, 0
53, 48, 49, 0
53, 10, 10, 0
53, 64, 64, 0
53, 32, 32, 0
53, 32, 33, 0
53, 42, 43, 0
53, 26, 26, 0
53, 34, 34, 0
53, 41, 42, 0
53, 46, 47, 0
53, 64, 64, 0
53, 44, 45, 0
53, 42, 43, 0
53, 13, 13, 0
53, 45, 46, 0
53, 31, 32, 0
53, 30, 30, 0
53, 67, 68, 0
53, 9, 9, 0
53, 9, 10, 0
53, 4, 5, 0
53, 17, 17, 0
53, 17, 18, 0
53, 21, 22, 0
53, 37, 38, 0
53, 22, 23, 0
53, 39, 39, 0
53, 24, 25, 0
53, 19, 20, 0
53, 21, 21, 0
53, 29, 30, 0
53, 10, 10, 0
53, 39, 40, 0
53, 32, 32, 0
53, 60, 61, 0
53, 66, 67, 0
53, 26, 26, 0
53, 34, 34, 0
53, 30, 31, 0
53, 15, 16, 0
53, 21, 22, 0
53, 22, 23, 0
53, 75, 75, 0
53, 13, 13, 0
53, 53, 54, 0
53, 16, 17, 0
53, 30, 30, 0
53, 28, 29, 0
53, 9, 9, 0
53, 43, 44, 0
53, 28, 29, 0
53, 17, 17, 0
53, 54, 55, 0
53, 36, 37, 0
54, 64, 64, 0
54, 37, 38, 0
54, 39, 39, 0
54, 42, 43, 0
54, 46, 47, 0
54, 21, 21, 0
54, 45, 46, 0
54, 10, 10, 0
54, 57, 58, 0
54, 32, 32, 0
54, 46, 47, 0
54, 73, 74, 0
54, 26, 26, 0
54, 34, 34, 0
54, 47, 47, 0
54, 45, 46, 0
54, 49, 50, 0
54, 54, 55, 0
54, 75, 75, 0
54, 13, 13, 0
54, 48, 49, 0
54, 43, 44, 0
54, 30, 30, 0
54, 52, 53, 0
54, 9, 9, 0
54, 57, 58, 0
54, 56, 57, 0
54, 17, 17, 0
54, 72, 73, 0
54, 52, 52, 0
54, 43, 44, 0
54, 64, 65, 0
54, 39, 39, 0
54, 47, 48, 0
54, 50, 51, 0
54, 21, 21, 0
54, 69, 70, 0
54, 10, 10, 0
54, 64, 64, 0
54, 32, 32, 0
54, 44, 45, 0
54, 53, 54, 0
54, 26, 26, 0
54, 34, 34, 0
54, 46, 47, 0
54, 48, 49, 0
54, 51, 52, 0
54, 58, 59, 0
54, 56, 57, 0
54, 13, 13, 0
54, 59, 60, 0
54, 52, 53, 0
54, 30, 30, 0
54, 54, 55, 0
54, 9, 9, 0
54, 53, 54, 0
54, 66, 67, 0
54, 17, 17, 0
54, 64, 65, 0
54, 52, 52, 0
54, 64, 64, 0
54, 50, 51, 0
54, 39, 39, 0
54, 47, 48, 0
54, 53, 54, 0
54, 21, 21, 0
54, 49, 50, 0
54, 10, 10, 0
54, 50, 51, 0
54, 32, 32, 0
54, 54, 55, 0
54, 75, 76, 0
54, 26, 26, 0
54, 34, 34, 0
54, 47, 47, 0
54, 43, 44, 0
54, 51, 52, 0
54, 68, 69, 0
54, 66, 67, 0
54, 13, 13, 0
54, 55, 56, 0
54, 54, 55, 0
54, 30, 30, 0
54, 56, 57, 0
54, 9, 9, 0
54, 63, 64, 0
54, 65, 66, 0
54, 17, 17, 0
54, 62, 63, 0
54, 52, 52, 0
55, 64, 64, 0
55, 14, 15, 0
55, 39, 39, 0
55, 21, 22, 0
55, 64, 65, 0
55, 21, 21, 0
55, 49, 50, 0
55, 10, 10, 0
55, 64, 64, 0
55, 32, 32, 0
55, 9, 10, 0
55, 42, 43, 0
55, 26, 26, 0
55, 12, 13, 0
55, 41, 42, 0
55, 79, 80, 0
55, 35, 36, 0
55, 95, 95, 0
55, 75, 75, 0
55, 13, 13, 0
55, 55, 56, 0
55, 53, 54, 0
55, 30, 30, 0
55, 37, 38, 0
55, 9, 9, 0
55, 53, 54, 0
55, 81, 82, 0
55, 17, 17, 0
55, 114, 115, 0
55, 52, 52, 0
55, 37, 38, 0
55, 25, 26, 0
55, 39, 39, 0
55, 58, 59, 0
55, 56, 57, 0
55, 21, 21, 0
55, 44, 45, 0
55, 10, 10, 0
55, 64, 64, 0
55, 32, 32, 0
55, 64, 64, 0
55, 51, 52, 0
55, 26, 26, 0
55, 30, 31, 0
55, 47, 47, 0
55, 54, 55, 0
55, 64, 64, 0
55, 54, 55, 0
55, 70, 71, 0
55, 13, 13, 0
55, 37, 38, 0
55, 58, 59, 0
55, 27, 28, 0
55, 86, 87, 0
55, 9, 9, 0
55, 47, 48, 0
55, 39, 40, 0
55, 17, 17, 0
55, 56, 57, 0
55, 52, 52, 0
55, 32, 33, 0
55, 60, 61, 0
55, 13, 14, 0
55, 45, 46, 0
55, 84, 85, 0
55, 21, 21, 0
55, 71, 72, 0
55, 0, 1, 0
55, 64, 64, 0
55, 32, 32, 0
55, 64, 64, 0
55, 17, 18, 0
55, 26, 26, 0
55, 33, 34, 0
55, 47, 47, 0
55, 42, 43, 0
55, 44, 45, 0
55, 55, 56, 0
55, 36, 37, 0
55, 13, 13, 0
55, 64, 64, 0
55, 84, 85, 0
55, 18, 19, 0
55, 65, 66, 0
55, 9, 9, 0
55, 63, 64, 0
55, 13, 14, 0
55, 17, 17, 0
55, 31, 32, 0
55, 30, 31, 0
56, 10, 11, 0
56, 21, 22, 0
56, 35, 36, 0
56, 44, 45, 0
56, 57, 58, 0
56, 21, 21, 0
56, 80, 81, 0
56, 10, 10, 0
56, 64, 64, 0
56, 32, 32, 0
56, 23, 24, 0
56, 41, 42, 0
56, 26, 26, 0
56, 34, 34, 0
56, 27, 28, 0
56, 59, 60, 0
56, 64, 64, 0
56, 48, 49, 0
56, 59, 60, 0
56, 13, 13, 0
56, 64, 64, 0
56, 58, 59, 0
56, 30, 30, 0
56, 50, 51, 0
56, 9, 9, 0
56, 64, 64, 0
56, 46, 47, 0
56, 17, 17, 0
56, 45, 46, 0
56, 52, 52, 0
56, 35, 36, 0
56, 47, 48, 0
56, 39, 39, 0
56, 28, 29, 0
56, 25, 26, 0
56, 21, 21, 0
56, 42, 43, 0
56, 10, 10, 0
56, 10, 11, 0
56, 10, 11, 0
56, 10, 11, 0
56, 51, 52, 0
56, 26, 26, 0
56, 34, 34, 0
56, 39, 40, 0
56, 38, 39, 0
56, 40, 41, 0
56, 52, 53, 0
56, 49, 50, 0
56, 13, 13, 0
56, 43, 44, 0
56, 44, 45, 0
56, 30, 30, 0
56, 25, 26, 0
56, 9, 9, 0
56, 37, 38, 0
56, 41, 42, 0
56, 17, 17, 0
56, 43, 44, 0
56, 40, 41, 0
56, 48, 49, 0
56, 49, 50, 0
56, 39, 39, 0
56, 27, 28, 0
56, 22, 23, 0
56, 21, 21, 0
56, 35, 36, 0
56, 10, 10, 0
56, 31, 32, 0
56, 32, 32, 0
56, 34, 35, 0
56, 32, 33, 0
56, 26, 26, 0
56, 34, 34, 0
56, 41, 42, 0
56, 40, 41, 0
56, 37, 38, 0
56, 40, 41, 0
56, 41, 42, 0
56, 13, 13, 0
56, 49, 50, 0
56, 51, 52, 0
56, 30, 30, 0
56, 41, 42, 0
56, 9, 9, 0
56, 47, 48, 0
56, 45, 46, 0
56, 17, 17, 0
56, 34, 35, 0
56, 46, 47, 0
