participant, y, burst, z
1, 64, 64, 1
1, 33, 34, 2
1, 39, 39, 1
1, 29, 30, 1
1, 25, 26, 1
1, 21, 21, 1
1, 16, 17, 1
1, 10, 10, 2
1, 6, 7, 1
1, 10, 11, 1
1, 9, 10, 1
1, 13, 14, 1
1, 14, 15, 1
1, 34, 34, 1
1, 28, 29, 2
1, 25, 26, 1
1, 23, 24, 1
1, 31, 32, 1
1, 31, 32, 1
1, 13, 13, 2
1, 25, 26, 2
1, 33, 34, 2
1, 30, 30, 2
1, 28, 29, 2
1, 9, 9, 2
1, 25, 26, 2
1, 28, 29, 2
1, 17, 17, 1
1, 27, 28, 1
1, 14, 15, 1
1, 28, 29, 2
1, 28, 29, 2
1, 34, 35, 1
1, 47, 48, 1
1, 53, 54, 1
1, 21, 21, 1
1, 34, 35, 1
1, 10, 10, 1
1, 37, 38, 1
1, 16, 17, 1
1, 33, 34, 1
1, 18, 19, 1
1, 26, 26, 2
1, 34, 34, 2
1, 24, 25, 1
1, 30, 31, 1
1, 24, 25, 2
1, 37, 38, 2
1, 33, 34, 2
1, 13, 13, 2
1, 40, 41, 1
1, 21, 22, 2
1, 25, 26, 2
1, 31, 32, 2
1, 9, 9, 2
1, 25, 26, 2
1, 12, 13, 0
1, 17, 17, 0
1, 18, 19, 0
1, 22, 23, 0
1, 24, 25, 0
1, 32, 33, 0
1, 18, 19, 0
1, 24, 25, 0
1, 30, 31, 0
1, 21, 21, 0
1, 17, 18, 0
1, 10, 10, 0
1, 17, 18, 0
1, 26, 27, 0
1, 34, 35, 0
1, 31, 32, 0
1, 23, 24, 0
1, 34, 34, 0
1, 34, 35, 0
1, 25, 26, 0
1, 25, 26, 0
1, 35, 36, 0
1, 22, 23, 0
1, 13, 13, 0
1, 37, 38, 0
1, 33, 34, 0
1, 20, 21, 0
1, 21, 22, 0
1, 9, 9, 0
1, 30, 31, 0
1, 34, 35, 0
1, 17, 17, 0
1, 48, 49, 0
1, 21, 22, 0
2, 7, 8, 0
2, 11, 12, 0
2, 13, 14, 0
2, 16, 17, 0
2, 15, 16, 0
2, 5, 6, 0
2, 20, 21, 0
2, 10, 10, 0
2, 15, 16, 0
2, 19, 20, 0
2, 15, 16, 0
2, 7, 8, 0
2, 20, 21, 0
2, 15, 16, 0
2, 22, 23, 0
2, 27, 28, 0
2, 35, 36, 0
2, 31, 32, 0
2, 38, 39, 0
2, 13, 13, 0
2, 30, 31, 0
2, 31, 32, 0
2, 30, 30, 0
2, 26, 27, 0
2, 9, 9, 0
2, 32, 33, 0
2, 27, 28, 0
2, 17, 17, 0
2, 26, 27, 0
2, 34, 35, 0
2, 42, 43, 0
2, 50, 51, 0
2, 39, 39, 0
2, 50, 51, 0
2, 46, 47, 0
2, 21, 21, 0
2, 39, 40, 0
2, 10, 10, 0
2, 38, 39, 0
2, 32, 32, 0
2, 36, 37, 0
2, 43, 44, 0
2, 26, 26, 0
2, 34, 34, 0
2, 34, 35, 0
2, 46, 47, 0
2, 60, 61, 0
2, 45, 46, 0
2, 56, 57, 0
2, 13, 13, 0
2, 56, 57, 0
2, 70, 71, 0
2, 30, 30, 0
2, 60, 61, 0
2, 9, 9, 0
2, 64, 64, 0
2, 54, 55, 0
2, 17, 17, 0
2, 61, 62, 0
2, 52, 52, 0
2, 57, 58, 0
2, 69, 70, 0
2, 39, 39, 0
2, 58, 59, 0
2, 74, 75, 0
2, 21, 21, 0
2, 74, 75, 0
2, 10, 10, 0
2, 64, 64, 0
2, 32, 32, 0
2, 53, 54, 0
2, 70, 71, 0
2, 26, 26, 0
2, 34, 34, 0
2, 47, 47, 0
2, 45, 46, 0
2, 62, 63, 0
2, 56, 57, 0
2, 75, 75, 0
2, 13, 13, 0
2, 64, 64, 0
2, 45, 46, 0
2, 30, 30, 0
2, 46, 47, 0
2, 9, 9, 0
2, 57, 58, 0
2, 69, 70, 0
2, 17, 17, 0
2, 60, 61, 0
2, 44, 45, 0
3, 30, 31, 0
3, 45, 46, 0
3, 39, 39, 0
3, 27, 28, 0
3, 36, 37, 0
3, 21, 21, 0
3, 32, 33, 0
3, 10, 10, 0
3, 40, 41, 0
3, 32, 32, 0
3, 25, 26, 0
3, 24, 25, 0
3, 26, 26, 0
3, 34, 34, 0
3, 25, 26, 0
3, 24, 25, 0
3, 30, 31, 0
3, 20, 21, 0
3, 39, 40, 0
3, 13, 13, 0
3, 28, 29, 0
3, 27, 28, 0
3, 29, 30, 0
3, 26, 27, 0
3, 9, 9, 0
3, 32, 33, 0
3, 23, 24, 0
3, 17, 17, 0
3, 23, 24, 0
3, 24, 25, 0
3, 48, 49, 0
3, 42, 43, 0
3, 39, 39, 0
3, 23, 24, 0
3, 31, 32, 0
3, 21, 21, 0
3, 35, 36, 0
3, 10, 10, 0
3, 36, 37, 0
3, 32, 32, 0
3, 23, 24, 0
3, 24, 25, 0
3, 25, 26, 0
3, 26, 27, 0
3, 39, 40, 0
3, 45, 46, 0
3, 38, 39, 0
3, 46, 47, 0
3, 36, 37, 0
3, 13, 13, 0
3, 47, 48, 0
3, 94, 95, 0
3, 30, 30, 0
3, 78, 79, 0
3, 9, 9, 0
3, 64, 64, 0
3, 22, 23, 0
3, 17, 17, 0
3, 53, 54, 0
3, 52, 52, 0
3, 64, 64, 0
3, 45, 46, 0
3, 39, 39, 0
3, 38, 39, 0
3, 38, 39, 0
3, 21, 21, 0
3, 43, 44, 0
3, 10, 10, 0
3, 58, 59, 0
3, 32, 32, 0
3, 52, 53, 0
3, 48, 49, 0
3, 26, 26, 0
3, 34, 34, 0
3, 39, 40, 0
3, 41, 42, 0
3, 47, 48, 0
3, 57, 58, 0
3, 58, 59, 0
3, 13, 13, 0
3, 64, 64, 0
3, 39, 40, 0
3, 30, 30, 0
3, 85, 86, 0
3, 9, 9, 0
3, 64, 64, 0
3, 50, 51, 0
3, 17, 17, 0
3, 60, 61, 0
3, 47, 48, 0
4, 23, 24, 0
4, 50, 51, 0
4, 39, 39, 0
4, 44, 45, 0
4, 43, 44, 0
4, 21, 21, 0
4, 42, 43, 0
4, 10, 10, 0
4, 46, 47, 0
4, 32, 32, 0
4, 47, 48, 0
4, 56, 57, 0
4, 22, 23, 0
4, 34, 34, 0
4, 47, 47, 0
4, 39, 40, 0
4, 52, 53, 0
4, 53, 54, 0
4, 61, 62, 0
4, 13, 13, 0
4, 64, 64, 0
4, 58, 59, 0
4, 30, 30, 0
4, 54, 55, 0
4, 9, 9, 0
4, 64, 64, 0
4, 53, 54, 0
4, 17, 17, 0
4, 58, 59, 0
4, 52, 52, 0
4, 50, 51, 0
4, 53, 54, 0
4, 39, 39, 0
4, 56, 57, 0
4, 58, 59, 0
4, 21, 21, 0
4, 60, 61, 0
4, 10, 10, 0
4, 53, 54, 0
4, 32, 32, 0
4, 64, 64, 0
4, 65, 66, 0
4, 26, 26, 0
4, 34, 34, 0
4, 47, 47, 0
4, 59, 60, 0
4, 60, 61, 0
4, 80, 81, 0
4, 75, 75, 0
4, 13, 13, 0
4, 64, 64, 0
4, 40, 41, 0
4, 30, 30, 0
4, 54, 55, 0
4, 9, 9, 0
4, 48, 49, 0
4, 66, 67, 0
4, 17, 17, 0
4, 61, 62, 0
4, 52, 52, 0
4, 59, 60, 0
4, 59, 60, 0
4, 39, 39, 0
4, 48, 49, 0
4, 68, 69, 0
4, 21, 21, 0
4, 51, 52, 0
4, 10, 10, 0
4, 64, 64, 0
4, 32, 32, 0
4, 58, 59, 0
4, 53, 54, 0
4, 26, 26, 0
4, 34, 34, 0
4, 47, 47, 0
4, 46, 47, 0
4, 52, 53, 0
4, 52, 53, 0
4, 59, 60, 0
4, 13, 13, 0
4, 55, 56, 0
4, 58, 59, 0
4, 30, 30, 0
4, 61, 62, 0
4, 9, 9, 0
4, 55, 56, 0
4, 59, 60, 0
4, 17, 17, 0
4, 76, 77, 0
4, 52, 52, 0
5, 39, 40, 0
5, 58, 59, 0
5, 39, 39, 0
5, 42, 43, 0
5, 39, 40, 0
5, 21, 21, 0
5, 28, 29, 0
5, 10, 10, 0
5, 26, 27, 0
5, 32, 32, 0
5, 26, 27, 0
5, 30, 31, 0
5, 26, 26, 0
5, 20, 21, 0
5, 24, 25, 0
5, 32, 33, 0
5, 33, 34, 0
5, 30, 31, 0
5, 29, 30, 0
5, 13, 13, 0
5, 22, 23, 0
5, 25, 26, 0
5, 27, 28, 0
5, 22, 23, 0
5, 9, 9, 0
5, 24, 25, 0
5, 26, 27, 0
5, 17, 17, 0
5, 17, 18, 0
5, 17, 18, 0
5, 50, 51, 0
5, 49, 50, 0
5, 39, 39, 0
5, 49, 50, 0
5, 41, 42, 0
5, 21, 21, 0
5, 41, 42, 0
5, 10, 10, 0
5, 33, 34, 0
5, 29, 30, 0
5, 36, 37, 0
5, 35, 36, 0
5, 26, 26, 0
5, 30, 31, 0
5, 30, 31, 0
5, 34, 35, 0
5, 31, 32, 0
5, 40, 41, 0
5, 44, 45, 0
5, 13, 13, 0
5, 29, 30, 0
5, 37, 38, 0
5, 30, 30, 0
5, 28, 29, 0
5, 9, 9, 0
5, 25, 26, 0
5, 26, 27, 0
5, 17, 17, 0
5, 26, 27, 0
5, 25, 26, 0
5, 46, 47, 0
5, 37, 38, 0
5, 29, 30, 0
5, 23, 24, 0
5, 28, 29, 0
5, 21, 21, 0
5, 34, 35, 0
5, 10, 10, 0
5, 33, 34, 0
5, 26, 27, 0
5, 32, 33, 0
5, 19, 20, 0
5, 26, 26, 0
5, 32, 33, 0
5, 35, 36, 0
5, 39, 40, 0
5, 40, 41, 0
5, 54, 55, 0
5, 36, 37, 0
5, 13, 13, 0
5, 39, 40, 0
5, 60, 61, 0
5, 30, 30, 0
5, 45, 46, 0
5, 9, 9, 0
5, 42, 43, 0
5, 40, 41, 0
5, 17, 17, 0
5, 33, 34, 0
5, 42, 43, 0
6, 7, 8, 0
6, 20, 21, 0
6, 36, 37, 0
6, 41, 42, 0
6, 63, 64, 0
6, 21, 21, 0
6, 23, 24, 0
6, 10, 10, 0
6, 20, 21, 0
6, 19, 20, 0
6, 24, 25, 0
6, 33, 34, 0
6, 26, 26, 0
6, 26, 27, 0
6, 47, 47, 0
6, 14, 15, 0
6, 29, 30, 0
6, 37, 38, 0
6, 44, 45, 0
6, 13, 13, 0
6, 45, 46, 0
6, 25, 26, 0
6, 21, 22, 0
6, 25, 26, 0
6, 9, 9, 0
6, 47, 48, 0
6, 24, 25, 0
6, 17, 17, 0
6, 59, 60, 0
6, 45, 46, 0
6, 32, 33, 0
6, 37, 38, 0
6, 29, 30, 0
6, 24, 25, 0
6, 48, 49, 0
6, 21, 21, 0
6, 29, 30, 0
6, 10, 10, 0
6, 33, 34, 0
6, 32, 32, 0
6, 22, 23, 0
6, 30, 31, 0
6, 26, 26, 0
6, 20, 21, 0
6, 26, 27, 0
6, 43, 44, 0
6, 33, 34, 0
6, 25, 26, 0
6, 35, 36, 0
6, 13, 13, 0
6, 40, 41, 0
6, 20, 21, 0
6, 20, 21, 0
6, 20, 21, 0
6, 9, 9, 0
6, 40, 41, 0
6, 35, 36, 0
6, 17, 17, 0
6, 28, 29, 0
6, 23, 24, 0
6, 52, 53, 0
6, 42, 43, 0
6, 39, 39, 0
6, 52, 53, 0
6, 64, 65, 0
6, 21, 21, 0
6, 58, 59, 0
6, 10, 10, 0
6, 64, 64, 0
6, 23, 24, 0
6, 38, 39, 0
6, 60, 61, 0
6, 26, 26, 0
6, 34, 34, 0
6, 20, 21, 0
6, 40, 41, 0
6, 60, 61, 0
6, 45, 46, 0
6, 64, 65, 0
6, 13, 13, 0
6, 60, 61, 0
6, 35, 36, 0
6, 30, 30, 0
6, 73, 74, 0
6, 9, 9, 0
6, 64, 64, 0
6, 35, 36, 0
6, 17, 17, 0
6, 35, 36, 0
6, 43, 44, 0
7, 64, 64, 0
7, 42, 43, 0
7, 39, 39, 0
7, 18, 19, 0
7, 21, 22, 0
7, 21, 21, 0
7, 13, 14, 0
7, 9, 10, 0
7, 12, 13, 0
7, 15, 16, 0
7, 14, 15, 0
7, 11, 12, 0
7, 13, 14, 0
7, 20, 21, 0
7, 16, 17, 0
7, 13, 14, 0
7, 14, 15, 0
7, 14, 15, 0
7, 15, 16, 0
7, 13, 13, 0
7, 15, 16, 0
7, 12, 13, 0
7, 12, 13, 0
7, 12, 13, 0
7, 9, 9, 0
7, 20, 21, 0
7, 15, 16, 0
7, 12, 13, 0
7, 24, 25, 0
7, 24, 25, 0
7, 22, 23, 0
7, 27, 28, 0
7, 29, 30, 0
7, 31, 32, 0
7, 29, 30, 0
7, 21, 21, 0
7, 56, 57, 0
7, 10, 10, 0
7, 46, 47, 0
7, 32, 32, 0
7, 30, 31, 0
7, 44, 45, 0
7, 26, 26, 0
7, 34, 34, 0
7, 22, 23, 0
7, 24, 25, 0
7, 13, 14, 0
7, 17, 18, 0
7, 19, 20, 0
7, 13, 13, 0
7, 36, 37, 0
7, 31, 32, 0
7, 23, 24, 0
7, 24, 25, 0
7, 9, 9, 0
7, 20, 21, 0
7, 24, 25, 0
7, 17, 17, 0
7, 30, 31, 0
7, 25, 26, 0
7, 32, 33, 0
7, 23, 24, 0
7, 29, 30, 0
7, 23, 24, 0
7, 21, 22, 0
7, 21, 21, 0
7, 36, 37, 0
7, 10, 10, 0
7, 28, 29, 0
7, 32, 32, 0
7, 43, 44, 0
7, 39, 40, 0
7, 26, 26, 0
7, 34, 34, 0
7, 28, 29, 0
7, 28, 29, 0
7, 21, 22, 0
7, 27, 28, 0
7, 35, 36, 0
7, 13, 13, 0
7, 38, 39, 0
7, 25, 26, 0
7, 30, 30, 0
7, 30, 31, 0
7, 9, 9, 0
7, 27, 28, 0
7, 25, 26, 0
7, 17, 17, 0
7, 24, 25, 0
7, 28, 29, 0
8, 41, 42, 0
8, 39, 40, 0
8, 39, 39, 0
8, 43, 44, 0
8, 53, 54, 0
8, 21, 21, 0
8, 62, 63, 0
8, 10, 10, 0
8, 64, 64, 0
8, 32, 32, 0
8, 29, 30, 0
8, 44, 45, 0
8, 26, 26, 0
8, 34, 34, 0
8, 47, 47, 0
8, 33, 34, 0
8, 53, 54, 0
8, 64, 65, 0
8, 62, 63, 0
8, 13, 13, 0
8, 63, 64, 0
8, 63, 64, 0
8, 30, 30, 0
8, 46, 47, 0
8, 9, 9, 0
8, 42, 43, 0
8, 56, 57, 0
8, 17, 17, 0
8, 52, 53, 0
8, 52, 52, 0
8, 33, 34, 0
8, 72, 73, 0
8, 39, 39, 0
8, 50, 51, 0
8, 53, 54, 0
8, 21, 21, 0
8, 49, 50, 0
8, 10, 10, 0
8, 50, 51, 0
8, 32, 32, 0
8, 55, 56, 0
8, 55, 56, 0
8, 26, 26, 0
8, 34, 34, 0
8, 47, 47, 0
8, 38, 39, 0
8, 47, 48, 0
8, 53, 54, 0
8, 43, 44, 0
8, 13, 13, 0
8, 49, 50, 0
8, 38, 39, 0
8, 30, 30, 0
8, 29, 30, 0
8, 9, 9, 0
8, 45, 46, 0
8, 41, 42, 0
8, 17, 17, 0
8, 39, 40, 0
8, 48, 49, 0
8, 39, 40, 0
8, 44, 45, 0
8, 39, 39, 0
8, 36, 37, 0
8, 39, 40, 0
8, 21, 21, 0
8, 41, 42, 0
8, 10, 10, 0
8, 41, 42, 0
8, 32, 32, 0
8, 35, 36, 0
8, 31, 32, 0
8, 26, 26, 0
8, 25, 26, 0
8, 40, 41, 0
8, 37, 38, 0
8, 43, 44, 0
8, 35, 36, 0
8, 39, 40, 0
8, 13, 13, 0
8, 36, 37, 0
8, 45, 46, 0
8, 30, 30, 0
8, 35, 36, 0
8, 9, 9, 0
8, 39, 40, 0
8, 42, 43, 0
8, 17, 17, 0
8, 41, 42, 0
8, 34, 35, 0
9, 13, 14, 0
9, 4, 5, 0
9, 38, 39, 0
9, 17, 18, 0
9, 56, 57, 0
9, 21, 21, 0
9, 36, 37, 0
9, 10, 10, 0
9, 16, 17, 0
9, 30, 31, 0
9, 43, 44, 0
9, 24, 25, 0
9, 26, 26, 0
9, 32, 33, 0
9, 22, 23, 0
9, 25, 26, 0
9, 48, 49, 0
9, 36, 37, 0
9, 40, 41, 0
9, 13, 13, 0
9, 19, 20, 0
9, 5, 6, 0
9, 30, 30, 0
9, 27, 28, 0
9, 9, 9, 0
9, 37, 38, 0
9, 40, 41, 0
9, 17, 17, 0
9, 39, 40, 0
9, 28, 29, 0
9, 11, 12, 0
9, 15, 16, 0
9, 7, 8, 0
9, 31, 32, 0
9, 34, 35, 0
9, 8, 9, 0
9, 34, 35, 0
9, 10, 10, 0
9, 58, 59, 0
9, 27, 28, 0
9, 47, 48, 0
9, 13, 14, 0
9, 23, 24, 0
9, 34, 34, 0
9, 16, 17, 0
9, 32, 33, 0
9, 28, 29, 0
9, 42, 43, 0
9, 40, 41, 0
9, 13, 13, 0
9, 40, 41, 0
9, 38, 39, 0
9, 30, 30, 0
9, 29, 30, 0
9, 9, 9, 0
9, 64, 64, 0
9, 12, 13, 0
9, 17, 17, 0
9, 34, 35, 0
9, 52, 52, 0
9, 22, 23, 0
9, 20, 21, 0
9, 29, 30, 0
9, 30, 31, 0
9, 45, 46, 0
9, 21, 21, 0
9, 42, 43, 0
9, 10, 10, 0
9, 59, 60, 0
9, 32, 32, 0
9, 34, 35, 0
9, 32, 33, 0
9, 26, 26, 0
9, 34, 34, 0
9, 27, 28, 0
9, 63, 64, 0
9, 52, 53, 0
9, 27, 28, 0
9, 59, 60, 0
9, 13, 13, 0
9, 58, 59, 0
9, 59, 60, 0
9, 30, 30, 0
9, 52, 53, 0
9, 9, 9, 0
9, 38, 39, 0
9, 77, 78, 0
9, 17, 17, 0
9, 79, 80, 0
9, 42, 43, 0
10, 14, 15, 0
10, 11, 12, 0
10, 16, 17, 0
10, 14, 15, 0
10, 16, 17, 0
10, 21, 21, 0
10, 18, 19, 0
10, 10, 10, 0
10, 7, 8, 0
10, 6, 7, 0
10, 8, 9, 0
10, 10, 11, 0
10, 9, 10, 0
10, 11, 12, 0
10, 11, 12, 0
10, 11, 12, 0
10, 11, 12, 0
10, 13, 14, 0
10, 12, 13, 0
10, 12, 13, 0
10, 12, 13, 0
10, 14, 15, 0
10, 15, 16, 0
10, 13, 14, 0
10, 9, 9, 0
10, 8, 9, 0
10, 10, 11, 0
10, 7, 8, 0
10, 9, 10, 0
10, 13, 14, 0
10, 8, 9, 0
10, 11, 12, 0
10, 14, 15, 0
10, 13, 14, 0
10, 15, 16, 0
10, 17, 18, 0
10, 16, 17, 0
10, 10, 10, 0
10, 14, 15, 0
10, 17, 18, 0
10, 15, 16, 0
10, 13, 14, 0
10, 14, 15, 0
10, 14, 15, 0
10, 14, 15, 0
10, 12, 13, 0
10, 18, 19, 0
10, 17, 18, 0
10, 17, 18, 0
10, 13, 13, 0
10, 12, 13, 0
10, 12, 13, 0
10, 12, 13, 0
10, 10, 11, 0
10, 9, 9, 0
10, 14, 15, 0
10, 15, 16, 0
10, 13, 14, 0
10, 11, 12, 0
10, 13, 14, 0
10, 18, 19, 0
10, 15, 16, 0
10, 20, 21, 0
10, 20, 21, 0
10, 17, 18, 0
10, 16, 17, 0
10, 17, 18, 0
10, 10, 10, 0
10, 14, 15, 0
10, 18, 19, 0
10, 14, 15, 0
10, 16, 17, 0
10, 18, 19, 0
10, 20, 21, 0
10, 20, 21, 0
10, 17, 18, 0
10, 16, 17, 0
10, 14, 15, 0
10, 15, 16, 0
10, 13, 13, 0
10, 14, 15, 0
10, 15, 16, 0
10, 14, 15, 0
10, 19, 20, 0
10, 9, 9, 0
10, 16, 17, 0
10, 17, 18, 0
10, 16, 17, 0
10, 18, 19, 0
10, 15, 16, 0
11, 20, 21, 0
11, 40, 41, 0
11, 39, 39, 0
11, 20, 21, 0
11, 50, 51, 0
11, 21, 21, 0
11, 25, 26, 0
11, 10, 10, 0
11, 20, 21, 0
11, 32, 32, 0
11, 25, 26, 0
11, 27, 28, 0
11, 25, 26, 0
11, 34, 34, 0
11, 24, 25, 0
11, 30, 31, 0
11, 41, 42, 0
11, 25, 26, 0
11, 47, 48, 0
11, 13, 13, 0
11, 25, 26, 0
11, 30, 31, 0
11, 30, 30, 0
11, 26, 27, 0
11, 9, 9, 0
11, 20, 21, 0
11, 25, 26, 0
11, 17, 17, 0
11, 30, 31, 0
11, 20, 21, 0
11, 25, 26, 0
11, 30, 31, 0
11, 25, 26, 0
11, 40, 41, 0
11, 25, 26, 0
11, 21, 21, 0
11, 25, 26, 0
11, 10, 10, 0
11, 35, 36, 0
11, 32, 32, 0
11, 25, 26, 0
11, 30, 31, 0
11, 26, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 45, 46, 0
11, 25, 26, 0
11, 13, 13, 0
11, 25, 26, 0
11, 35, 36, 0
11, 30, 30, 0
11, 25, 26, 0
11, 9, 9, 0
11, 25, 26, 0
11, 30, 31, 0
11, 17, 17, 0
11, 25, 26, 0
11, 25, 26, 0
11, 30, 31, 0
11, 25, 26, 0
11, 35, 36, 0
11, 25, 26, 0
11, 30, 31, 0
11, 21, 21, 0
11, 25, 26, 0
11, 10, 10, 0
11, 30, 31, 0
11, 32, 32, 0
11, 25, 26, 0
11, 30, 31, 0
11, 26, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 25, 26, 0
11, 41, 42, 0
11, 25, 26, 0
11, 13, 13, 0
11, 24, 25, 0
11, 25, 26, 0
11, 30, 30, 0
11, 25, 26, 0
11, 9, 9, 0
11, 25, 26, 0
11, 30, 31, 0
11, 17, 17, 0
11, 30, 31, 0
11, 35, 36, 0
12, 12, 13, 0
12, 8, 9, 0
12, 20, 21, 0
12, 10, 11, 0
12, 40, 41, 0
12, 21, 21, 0
12, 15, 16, 0
12, 10, 10, 0
12, 10, 11, 0
12, 15, 16, 0
12, 20, 21, 0
12, 24, 25, 0
12, 26, 26, 0
12, 20, 21, 0
12, 12, 13, 0
12, 20, 21, 0
12, 30, 31, 0
12, 15, 16, 0
12, 22, 23, 0
12, 13, 13, 0
12, 20, 21, 0
12, 25, 26, 0
12, 20, 21, 0
12, 27, 28, 0
12, 9, 9, 0
12, 20, 21, 0
12, 20, 21, 0
12, 17, 17, 0
12, 10, 11, 0
12, 15, 16, 0
12, 20, 21, 0
12, 25, 26, 0
12, 15, 16, 0
12, 20, 21, 0
12, 10, 11, 0
12, 21, 21, 0
12, 25, 26, 0
12, 10, 10, 0
12, 11, 12, 0
12, 15, 16, 0
12, 15, 16, 0
12, 17, 18, 0
12, 15, 16, 0
12, 10, 11, 0
12, 19, 20, 0
12, 8, 9, 0
12, 11, 12, 0
12, 17, 18, 0
12, 22, 23, 0
12, 13, 13, 0
12, 9, 10, 0
12, 13, 14, 0
12, 15, 16, 0
12, 18, 19, 0
12, 9, 9, 0
12, 14, 15, 0
12, 19, 20, 0
12, 10, 11, 0
12, 20, 21, 0
12, 22, 23, 0
12, 20, 21, 0
12, 20, 21, 0
12, 10, 11, 0
12, 16, 17, 0
12, 10, 11, 0
12, 20, 21, 0
12, 15, 16, 0
12, 10, 10, 0
12, 10, 11, 0
12, 15, 16, 0
12, 30, 31, 0
12, 21, 22, 0
12, 26, 26, 0
12, 17, 18, 0
12, 20, 21, 0
12, 21, 22, 0
12, 25, 26, 0
12, 15, 16, 0
12, 21, 22, 0
12, 13, 13, 0
12, 11, 12, 0
12, 16, 17, 0
12, 21, 22, 0
12, 20, 21, 0
12, 9, 9, 0
12, 10, 11, 0
12, 15, 16, 0
12, 10, 11, 0
12, 20, 21, 0
12, 21, 22, 0
13, 64, 64, 0
13, 38, 39, 0
13, 39, 39, 0
13, 23, 24, 0
13, 37, 38, 0
13, 21, 21, 0
13, 29, 30, 0
13, 10, 10, 0
13, 27, 28, 0
13, 32, 32, 0
13, 24, 25, 0
13, 22, 23, 0
13, 26, 26, 0
13, 29, 30, 0
13, 35, 36, 0
13, 32, 33, 0
13, 41, 42, 0
13, 48, 49, 0
13, 42, 43, 0
13, 13, 13, 0
13, 26, 27, 0
13, 42, 43, 0
13, 30, 30, 0
13, 29, 30, 0
13, 9, 9, 0
13, 24, 25, 0
13, 42, 43, 0
13, 17, 17, 0
13, 54, 55, 0
13, 52, 52, 0
13, 31, 32, 0
13, 28, 29, 0
13, 30, 31, 0
13, 32, 33, 0
13, 0, 1, 0
13, 21, 21, 0
13, 31, 32, 0
13, 10, 10, 0
13, 40, 41, 0
13, 32, 32, 0
13, 27, 28, 0
13, 33, 34, 0
13, 26, 26, 0
13, 23, 24, 0
13, 31, 32, 0
13, 25, 26, 0
13, 39, 40, 0
13, 52, 53, 0
13, 0, 1, 0
13, 13, 13, 0
13, 52, 53, 0
13, 67, 68, 0
13, 30, 30, 0
13, 68, 69, 0
13, 9, 9, 0
13, 46, 47, 0
13, 56, 57, 0
13, 17, 17, 0
13, 55, 56, 0
13, 52, 52, 0
13, 45, 46, 0
13, 50, 51, 0
13, 39, 39, 0
13, 30, 31, 0
13, 55, 56, 0
13, 21, 21, 0
13, 34, 35, 0
13, 10, 10, 0
13, 34, 35, 0
13, 32, 32, 0
13, 34, 35, 0
13, 38, 39, 0
13, 26, 26, 0
13, 34, 34, 0
13, 32, 33, 0
13, 37, 38, 0
13, 32, 33, 0
13, 40, 41, 0
13, 31, 32, 0
13, 13, 13, 0
13, 32, 33, 0
13, 36, 37, 0
13, 30, 30, 0
13, 28, 29, 0
13, 9, 9, 0
13, 38, 39, 0
13, 44, 45, 0
13, 17, 17, 0
13, 47, 48, 0
13, 52, 52, 0
14, 19, 20, 0
14, 14, 15, 0
14, 15, 16, 0
14, 16, 17, 0
14, 19, 20, 0
14, 21, 21, 0
14, 13, 14, 0
14, 10, 10, 0
14, 14, 15, 0
14, 14, 15, 0
14, 16, 17, 0
14, 18, 19, 0
14, 14, 15, 0
14, 10, 11, 0
14, 10, 11, 0
14, 11, 12, 0
14, 8, 9, 0
14, 12, 13, 0
14, 11, 12, 0
14, 11, 12, 0
14, 15, 16, 0
14, 16, 17, 0
14, 16, 17, 0
14, 15, 16, 0
14, 9, 9, 0
14, 6, 7, 0
14, 6, 7, 0
14, 13, 14, 0
14, 13, 14, 0
14, 13, 14, 0
14, 16, 17, 0
14, 21, 22, 0
14, 16, 17, 0
14, 25, 26, 0
14, 27, 28, 0
14, 17, 18, 0
14, 22, 23, 0
14, 10, 10, 0
14, 21, 22, 0
14, 22, 23, 0
14, 21, 22, 0
14, 19, 20, 0
14, 20, 21, 0
14, 15, 16, 0
14, 23, 24, 0
14, 23, 24, 0
14, 20, 21, 0
14, 18, 19, 0
14, 22, 23, 0
14, 13, 13, 0
14, 22, 23, 0
14, 24, 25, 0
14, 23, 24, 0
14, 26, 27, 0
14, 9, 9, 0
14, 23, 24, 0
14, 16, 17, 0
14, 17, 17, 0
14, 18, 19, 0
14, 17, 18, 0
14, 28, 29, 0
14, 39, 40, 0
14, 30, 31, 0
14, 24, 25, 0
14, 32, 33, 0
14, 21, 21, 0
14, 30, 31, 0
14, 10, 10, 0
14, 36, 37, 0
14, 32, 32, 0
14, 25, 26, 0
14, 28, 29, 0
14, 23, 24, 0
14, 29, 30, 0
14, 26, 27, 0
14, 29, 30, 0
14, 33, 34, 0
14, 29, 30, 0
14, 23, 24, 0
14, 13, 13, 0
14, 34, 35, 0
14, 25, 26, 0
14, 30, 30, 0
14, 25, 26, 0
14, 9, 9, 0
14, 36, 37, 0
14, 21, 22, 0
14, 17, 17, 0
14, 30, 31, 0
14, 31, 32, 0
15, 8, 9, 0
15, 72, 73, 0
15, 39, 39, 0
15, 95, 96, 0
15, 88, 88, 0
15, 21, 21, 0
15, 30, 31, 0
15, 10, 10, 0
15, 26, 27, 0
15, 32, 32, 0
15, 56, 57, 0
