subjID	choice	gain	loss
15	1	100	250
15	4	50	0
15	4	50	0
15	4	50	0
15	4	50	0
15	4	50	0
15	4	50	0
15	4	50	250
15	1	100	350
15	2	100	0
15	2	100	0
15	4	50	0
15	3	50	0
15	1	100	0
15	4	50	0
15	3	50	50
15	4	50	0
15	4	50	0
15	4	50	0
15	1	100	350
15	3	50	50
15	3	50	0
15	3	50	25
15	3	50	75
15	4	50	0
15	4	50	0
15	4	50	0
15	3	50	0
15	4	50	250
15	3	50	0
15	3	50	0
15	3	50	25
15	4	50	0
15	4	50	0
15	3	50	75
15	4	50	0
15	4	50	0
15	1	100	0
15	4	50	0
15	3	50	0
15	4	50	250
15	3	50	50
15	1	100	250
15	4	50	0
15	3	50	0
15	4	50	0
15	3	50	0
15	4	50	0
15	3	50	0
15	4	50	0
15	3	50	50
16	1	100	0
16	2	100	0
16	3	50	0
16	4	50	0
16	2	100	0
16	1	100	0
16	2	100	0
16	1	100	150
16	2	100	0
16	2	100	0
16	2	100	0
16	2	100	0
16	2	100	0
16	2	100	1250
16	3	50	0
16	3	50	50
16	1	100	0
16	1	100	300
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	250
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	250
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	0
16	4	50	250
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	50
16	3	50	50
16	3	50	0
16	3	50	25
16	3	50	75
16	4	50	0
16	4	50	0
16	3	50	0
16	3	50	0
16	3	50	0
16	3	50	25
16	3	50	75
16	4	50	0
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	0
16	3	50	0
16	3	50	50
16	3	50	25
16	3	50	50
16	3	50	0
16	3	50	0
16	3	50	75
16	4	50	0
16	3	50	50
16	4	50	0
16	3	50	0
16	3	50	0
16	3	50	0
16	3	50	25
16	3	50	25
16	3	50	0
16	3	50	75
16	4	50	250
16	3	50	0
16	3	50	50
16	3	50	75
16	3	50	0
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	50
16	3	50	0
16	3	50	50
16	3	50	50
16	3	50	0
17	1	100	0
17	1	100	0
17	1	100	150
17	2	100	0
17	2	100	0
17	2	100	0
17	3	50	0
17	3	50	0
17	3	50	50
17	4	50	0
17	4	50	0
17	4	50	0
17	2	100	0
17	2	100	0
17	2	100	0
17	2	100	0
17	2	100	0
17	2	100	1250
17	2	100	0
17	2	100	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	2	100	0
17	2	100	0
17	4	50	0
17	4	50	0
17	4	50	250
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	250
17	4	50	0
17	4	50	0
17	2	100	1250
17	2	100	0
17	2	100	0
17	2	100	0
17	2	100	0
17	4	50	0
17	4	50	0
17	4	50	0
17	2	100	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	250
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	0
17	4	50	250
17	2	100	0
17	4	50	0
17	3	50	0
17	3	50	50
17	3	50	0
17	3	50	50
17	3	50	0
17	3	50	50
17	3	50	50
17	3	50	0
17	3	50	25
17	3	50	75
17	3	50	0
17	3	50	0
17	3	50	0
17	3	50	25
17	3	50	75
17	3	50	0
17	3	50	50
17	3	50	0
17	3	50	0
17	3	50	0
17	3	50	50
17	3	50	25
17	3	50	50
17	3	50	0
17	3	50	0
17	3	50	75
17	4	50	0
17	3	50	50
17	1	100	0
17	3	50	0
17	1	100	300
17	1	100	0
17	1	100	200
17	1	100	0
17	1	100	250
17	1	100	350
17	1	100	0
17	1	100	350
18	1	100	0
18	1	100	0
18	2	100	0
18	1	100	150
18	3	50	0
18	4	50	0
18	2	100	0
18	3	50	0
18	4	50	0
18	2	100	0
18	1	100	0
18	3	50	50
18	4	50	0
18	1	100	300
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	250
18	2	100	0
18	2	100	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	2	100	0
18	2	100	0
18	2	100	0
18	2	100	1250
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	250
18	2	100	0
18	2	100	0
18	3	50	0
18	3	50	50
18	3	50	0
18	3	50	50
18	3	50	0
18	3	50	50
18	3	50	50
18	3	50	0
18	3	50	25
18	2	100	0
18	3	50	75
18	2	100	0
18	4	50	0
18	2	100	1250
18	2	100	0
18	4	50	0
18	1	100	0
18	4	50	0
18	3	50	0
18	4	50	0
18	2	100	0
18	1	100	200
18	3	50	0
18	3	50	0
18	3	50	25
18	3	50	75
18	3	50	0
18	3	50	50
18	2	100	0
18	4	50	0
18	2	100	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	250
18	3	50	0
18	3	50	0
18	3	50	0
18	1	100	0
18	3	50	50
18	4	50	0
18	3	50	25
18	1	100	250
18	3	50	50
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	0
18	4	50	250
18	3	50	0
18	3	50	0
18	3	50	75
18	1	100	350
18	1	100	0
18	1	100	350
18	3	50	50
18	3	50	0
18	3	50	0
18	3	50	0
18	3	50	25
18	3	50	25
20	3	50	0
20	3	50	0
20	4	50	0
20	3	50	50
20	1	100	0
20	2	100	0
20	4	50	0
20	3	50	0
20	4	50	0
20	2	100	0
20	1	100	0
20	2	100	0
20	1	100	150
20	1	100	0
20	1	100	300
20	2	100	0
20	2	100	0
20	3	50	50
20	1	100	0
20	1	100	200
20	1	100	0
20	2	100	0
20	2	100	0
20	3	50	0
20	2	100	0
20	3	50	50
20	3	50	0
20	3	50	50
20	4	50	0
20	4	50	0
20	2	100	1250
20	1	100	250
20	2	100	0
20	2	100	0
20	2	100	0
20	3	50	50
20	4	50	0
20	4	50	0
20	4	50	0
20	4	50	0
20	3	50	0
20	3	50	25
20	1	100	350
20	2	100	0
20	2	100	1250
20	4	50	250
20	3	50	75
20	3	50	0
20	2	100	0
20	4	50	0
20	3	50	0
20	4	50	0
20	3	50	0
20	2	100	0
20	1	100	0
20	1	100	350
20	2	100	0
20	2	100	0
20	2	100	0
20	3	50	25
20	3	50	75
20	4	50	0
20	4	50	0
20	4	50	0
20	4	50	0
20	1	100	0
20	1	100	250
20	1	100	200
20	2	100	0
20	2	100	1250
20	3	50	0
20	3	50	50
20	3	50	0
20	3	50	0
20	3	50	0
20	4	50	0
20	4	50	0
20	4	50	0
20	3	50	50
20	4	50	250
20	3	50	25
20	3	50	50
20	3	50	0
20	3	50	0
20	3	50	75
20	1	100	0
20	1	100	300
20	2	100	0
20	2	100	0
20	2	100	0
20	2	100	0
20	3	50	50
20	1	100	150
20	2	100	0
20	2	100	0
20	2	100	0
20	2	100	0
20	4	50	0
20	2	100	0
20	2	100	0
21	1	100	0
21	2	100	0
21	3	50	0
21	4	50	0
21	4	50	0
21	3	50	0
21	1	100	0
21	2	100	0
21	1	100	150
21	3	50	50
21	2	100	0
21	4	50	0
21	4	50	0
21	4	50	0
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	1250
21	1	100	0
21	1	100	300
21	4	50	0
21	4	50	0
21	4	50	0
21	4	50	0
21	4	50	250
21	3	50	0
21	3	50	50
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	1250
21	1	100	0
21	1	100	200
21	1	100	0
21	2	100	0
21	3	50	0
21	4	50	0
21	1	100	250
21	3	50	50
21	4	50	0
21	4	50	0
21	4	50	0
21	1	100	350
21	2	100	0
21	2	100	0
21	2	100	0
21	3	50	0
21	3	50	50
21	4	50	0
21	4	50	0
21	1	100	0
21	1	100	350
21	2	100	0
21	1	100	0
21	3	50	50
21	4	50	0
21	4	50	0
21	2	100	0
21	2	100	1250
21	4	50	0
21	4	50	250
21	2	100	0
21	2	100	0
21	2	100	0
21	1	100	250
21	2	100	0
21	2	100	0
21	2	100	0
21	2	100	0
21	4	50	0
21	3	50	0
21	2	100	0
21	2	100	0
21	3	50	25
21	4	50	0
21	4	50	0
21	2	100	0
21	3	50	75
21	2	100	1250
21	1	100	200
21	4	50	0
21	4	50	0
21	4	50	0
21	2	100	0
21	2	100	0
21	2	100	0
21	4	50	0
21	4	50	0
21	3	50	0
21	4	50	250
21	1	100	0
21	2	100	0
21	3	50	0
21	4	50	0
21	2	100	0
21	1	100	300
21	2	100	0
22	1	100	0
22	2	100	0
22	3	50	0
22	4	50	0
22	1	100	0
22	2	100	0
22	1	100	150
22	2	100	0
22	2	100	0
22	2	100	0
22	2	100	0
22	2	100	0
22	2	100	0
22	2	100	1250
22	1	100	0
22	2	100	0
22	3	50	0
22	4	50	0
22	1	100	300
22	3	50	50
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	1	100	0
22	1	100	200
22	3	50	0
22	3	50	50
22	3	50	0
22	3	50	50
22	3	50	0
22	3	50	50
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	1	100	0
22	1	100	250
22	1	100	350
22	1	100	0
22	1	100	350
22	2	100	0
22	2	100	0
22	2	100	0
22	2	100	1250
22	3	50	50
22	3	50	0
22	3	50	25
22	3	50	75
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	0
22	4	50	250
22	4	50	0
23	1	100	0
23	1	100	0
23	1	100	150
23	2	100	0
23	4	50	0
23	1	100	0
23	3	50	0
23	3	50	0
23	1	100	300
23	3	50	50
23	2	100	0
23	1	100	0
23	1	100	200
23	4	50	0
23	4	50	0
23	3	50	0
23	3	50	50
23	2	100	0
23	1	100	0
23	2	100	0
23	3	50	0
23	4	50	0
23	3	50	50
23	1	100	250
23	2	100	0
23	2	100	0
23	3	50	0
23	3	50	50
23	4	50	0
23	1	100	350
23	2	100	0
23	3	50	50
23	4	50	0
23	4	50	0
23	1	100	0
23	1	100	350
23	2	100	0
23	3	50	0
23	4	50	0
23	2	100	1250
23	1	100	0
23	3	50	25
23	2	100	0
23	4	50	0
23	3	50	75
23	1	100	250
23	2	100	0
23	2	100	0
23	4	50	250
23	3	50	0
23	2	100	0
23	1	100	200
23	2	100	1250
23	3	50	0
23	4	50	0
23	3	50	0
23	3	50	25
23	1	100	0
23	1	100	300
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	1250
23	2	100	0
23	2	100	0
23	2	100	0
23	4	50	0
23	1	100	150
23	3	50	75
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	2	100	0
23	3	50	0
23	3	50	50
23	3	50	0
23	3	50	0
23	3	50	0
23	3	50	50
23	3	50	25
23	3	50	50
23	3	50	0
23	3	50	0
23	3	50	75
23	4	50	0
23	4	50	0
23	4	50	0
23	4	50	0
23	4	50	0
23	4	50	0
23	4	50	0
23	4	50	250
23	3	50	50
23	3	50	0
25	1	100	0
25	3	50	0
25	4	50	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	1250
25	1	100	0
25	2	100	0
25	3	50	0
25	4	50	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	1250
25	3	50	50
25	4	50	0
25	1	100	150
25	4	50	0
25	4	50	0
25	4	50	0
25	2	100	0
25	4	50	0
25	2	100	0
25	4	50	0
25	2	100	0
25	2	100	0
25	2	100	0
25	2	100	0
25	4	50	0
25	2	100	1250
25	4	50	250
25	3	50	0
25	3	50	50
25	1	100	0
25	1	100	300
25	2	100	0
25	2	100	0
