participant, y, burst, x
36, 2, 2, 0
36, 6, 27, 0
36, 6, 12, 0
36, 4, 19, 0
36, 5, 5, 0
36, 7, 23, 0
36, 3, 3, 0
36, 1, 1, 0
36, 4, 7, 0
36, 4, 4, 0
36, 8, 8, 0
36, 8, 17, 0
36, 2, 2, 0
36, 4, 4, 0
36, 3, 17, 0
36, 5, 5, 0
36, 5, 14, 0
36, 2, 2, 0
36, 1, 1, 0
36, 7, 15, 0
36, 7, 8, 0
36, 6, 13, 0
36, 9, 29, 0
36, 4, 16, 0
36, 4, 6, 0
36, 2, 2, 0
36, 3, 3, 0
36, 7, 21, 0
36, 7, 31, 0
36, 4, 4, 0
36, 6, 24, 0
36, 6, 21, 0
36, 5, 5, 0
36, 1, 1, 0
36, 7, 7, 0
36, 4, 4, 0
36, 7, 17, 0
37, 0, 1, 0
37, 1, 13, 0
37, 1, 7, 0
37, 1, 5, 0
37, 0, 18, 0
37, 0, 8, 0
37, 1, 5, 0
37, 0, 3, 0
37, 0, 1, 0
37, 1, 4, 0
37, 0, 30, 0
37, 2, 40, 0
37, 1, 2, 0
37, 0, 2, 0
37, 0, 27, 0
37, 0, 12, 0
37, 1, 19, 0
37, 1, 5, 0
37, 0, 23, 0
37, 1, 3, 0
37, 1, 1, 0
37, 1, 7, 0
37, 1, 4, 0
37, 2, 8, 0
37, 1, 17, 0
37, 1, 2, 0
37, 1, 4, 0
37, 0, 17, 0
37, 0, 5, 0
37, 0, 14, 0
37, 0, 2, 0
37, 1, 1, 0
37, 1, 15, 0
37, 1, 8, 0
37, 1, 13, 0
37, 1, 29, 0
37, 0, 16, 0
37, 1, 6, 0
37, 2, 2, 0
37, 1, 3, 0
37, 1, 21, 0
37, 1, 31, 0
37, 1, 4, 0
37, 2, 24, 0
37, 1, 21, 0
37, 2, 5, 0
37, 0, 1, 0
37, 0, 7, 0
37, 0, 4, 0
37, 0, 17, 0
38, 1, 1, 0
38, 2, 13, 0
38, 3, 7, 0
38, 2, 5, 0
38, 1, 18, 0
38, 2, 8, 0
38, 2, 5, 0
38, 1, 3, 0
38, 1, 1, 0
38, 2, 4, 0
38, 2, 30, 0
38, 5, 40, 0
38, 2, 2, 0
38, 2, 2, 0
38, 2, 27, 0
38, 2, 12, 0
38, 2, 19, 0
38, 2, 5, 0
38, 2, 23, 0
38, 2, 3, 0
38, 1, 1, 0
38, 2, 7, 0
38, 4, 4, 0
38, 2, 8, 0
38, 3, 17, 0
38, 2, 2, 0
38, 4, 4, 0
38, 2, 17, 0
38, 2, 5, 0
38, 2, 14, 0
38, 2, 2, 0
38, 1, 1, 0
38, 2, 15, 0
38, 2, 8, 0
38, 2, 13, 0
38, 2, 29, 0
38, 2, 16, 0
38, 1, 6, 0
38, 2, 2, 0
38, 2, 3, 0
38, 3, 21, 0
38, 2, 31, 0
38, 1, 4, 0
38, 2, 24, 0
38, 4, 21, 0
38, 1, 5, 0
38, 1, 1, 0
38, 3, 7, 0
38, 3, 4, 0
38, 2, 17, 0
39, 1, 1, 0
39, 4, 13, 0
39, 3, 7, 0
39, 4, 5, 0
39, 4, 18, 0
39, 3, 8, 0
39, 4, 5, 0
39, 3, 3, 0
39, 1, 1, 0
39, 4, 4, 0
39, 3, 30, 0
39, 4, 40, 0
39, 2, 2, 0
39, 2, 2, 0
39, 4, 27, 0
39, 3, 12, 0
39, 3, 19, 0
39, 5, 5, 0
39, 5, 23, 0
39, 3, 3, 0
39, 1, 1, 0
39, 3, 7, 0
39, 4, 4, 0
39, 3, 8, 0
39, 3, 17, 0
39, 2, 2, 0
39, 4, 4, 0
39, 5, 17, 0
39, 5, 5, 0
39, 5, 14, 0
39, 2, 2, 0
39, 1, 1, 0
39, 4, 15, 0
39, 3, 8, 0
39, 3, 13, 0
39, 5, 29, 0
39, 5, 16, 0
39, 3, 6, 0
39, 2, 2, 0
39, 3, 3, 0
39, 4, 21, 0
39, 4, 31, 0
39, 4, 4, 0
39, 5, 24, 0
39, 4, 21, 0
39, 4, 5, 0
39, 1, 1, 0
39, 3, 7, 0
39, 4, 4, 0
39, 4, 17, 0
40, 1, 1, 0
40, 4, 13, 0
40, 4, 7, 0
40, 4, 5, 0
40, 4, 18, 0
40, 4, 8, 0
40, 4, 5, 0
40, 3, 3, 0
40, 1, 1, 0
40, 4, 4, 0
40, 4, 30, 0
40, 4, 40, 0
40, 2, 2, 0
40, 2, 2, 0
40, 4, 27, 0
40, 4, 12, 0
40, 4, 19, 0
40, 4, 5, 0
40, 4, 23, 0
40, 3, 3, 0
40, 1, 1, 0
40, 4, 7, 0
40, 4, 4, 0
40, 4, 8, 0
40, 4, 17, 0
40, 2, 2, 0
40, 4, 4, 0
40, 4, 17, 0
40, 4, 5, 0
40, 4, 14, 0
40, 2, 2, 0
40, 1, 1, 0
40, 4, 15, 0
40, 4, 8, 0
40, 4, 13, 0
40, 4, 29, 0
40, 4, 16, 0
40, 4, 6, 0
40, 2, 2, 0
40, 3, 3, 0
40, 4, 21, 0
40, 4, 31, 0
40, 4, 4, 0
40, 4, 24, 0
40, 4, 21, 0
40, 4, 5, 0
40, 1, 1, 0
40, 3, 7, 0
40, 4, 4, 0
40, 4, 17, 0
41, 1, 1, 0
41, 4, 13, 0
41, 4, 7, 0
41, 4, 5, 0
41, 4, 18, 0
41, 4, 8, 0
41, 4, 5, 0
41, 3, 3, 0
41, 1, 1, 0
41, 4, 4, 0
41, 4, 30, 0
41, 9, 40, 0
41, 2, 2, 0
41, 2, 2, 0
41, 4, 27, 0
41, 4, 12, 0
41, 4, 19, 0
41, 4, 5, 0
41, 4, 23, 0
41, 3, 3, 0
41, 0, 1, 0
41, 4, 7, 0
41, 4, 4, 0
41, 4, 8, 0
41, 4, 17, 0
41, 2, 2, 0
41, 4, 4, 0
41, 4, 17, 0
41, 4, 5, 0
41, 4, 14, 0
41, 2, 2, 0
41, 1, 1, 0
41, 4, 15, 0
41, 4, 8, 0
41, 9, 13, 0
41, 4, 29, 0
41, 4, 16, 0
41, 5, 6, 0
41, 2, 2, 0
41, 3, 3, 0
41, 4, 21, 0
41, 4, 31, 0
41, 4, 4, 0
41, 5, 24, 0
41, 4, 21, 0
41, 4, 5, 0
41, 1, 1, 0
41, 4, 7, 0
41, 4, 4, 0
41, 9, 17, 0
42, 1, 1, 0
42, 4, 13, 0
42, 4, 7, 0
42, 5, 5, 0
42, 4, 18, 0
42, 4, 8, 0
42, 5, 5, 0
42, 3, 3, 0
42, 1, 1, 0
42, 4, 4, 0
42, 5, 30, 0
42, 5, 40, 0
42, 2, 2, 0
42, 2, 2, 0
42, 4, 27, 0
42, 4, 12, 0
42, 6, 19, 0
42, 5, 5, 0
42, 4, 23, 0
42, 3, 3, 0
42, 1, 1, 0
42, 4, 7, 0
42, 4, 4, 0
42, 8, 8, 0
42, 5, 17, 0
42, 2, 2, 0
42, 4, 4, 0
42, 9, 17, 0
42, 5, 5, 0
42, 7, 14, 0
42, 2, 2, 0
42, 1, 1, 0
42, 6, 15, 0
42, 5, 8, 0
42, 4, 13, 0
42, 5, 29, 0
42, 4, 16, 0
42, 6, 6, 0
42, 2, 2, 0
42, 3, 3, 0
42, 6, 21, 0
42, 5, 31, 0
42, 4, 4, 0
42, 5, 24, 0
42, 4, 21, 0
42, 5, 5, 0
42, 1, 1, 0
42, 4, 7, 0
42, 4, 4, 0
42, 5, 17, 0
43, 1, 1, 0
43, 6, 13, 0
43, 7, 7, 0
43, 5, 5, 0
43, 15, 18, 0
43, 8, 8, 0
43, 5, 5, 0
43, 3, 3, 0
43, 1, 1, 0
43, 4, 4, 0
43, 7, 30, 0
43, 13, 40, 0
43, 2, 2, 0
43, 2, 2, 0
43, 13, 27, 0
43, 11, 12, 0
43, 19, 19, 0
43, 5, 5, 0
43, 8, 23, 0
43, 3, 3, 0
43, 1, 1, 0
43, 7, 7, 0
43, 4, 4, 0
43, 8, 8, 0
43, 16, 17, 0
43, 2, 2, 0
43, 4, 4, 0
43, 13, 17, 0
43, 5, 5, 0
43, 9, 14, 0
43, 2, 2, 0
43, 1, 1, 0
43, 9, 15, 0
43, 8, 8, 0
43, 13, 13, 0
43, 9, 29, 0
43, 10, 16, 0
43, 6, 6, 0
43, 2, 2, 0
43, 3, 3, 0
43, 10, 21, 0
43, 10, 31, 0
43, 4, 4, 0
43, 6, 24, 0
43, 9, 21, 0
43, 5, 5, 0
43, 1, 1, 0
43, 7, 7, 0
43, 4, 4, 0
43, 9, 17, 0
44, 1, 1, 0
44, 3, 13, 0
44, 4, 7, 0
44, 3, 5, 0
44, 3, 18, 0
44, 4, 8, 0
44, 3, 5, 0
44, 3, 3, 0
44, 1, 1, 0
44, 3, 4, 0
44, 3, 30, 0
44, 4, 40, 0
44, 2, 2, 0
44, 2, 2, 0
44, 4, 27, 0
44, 3, 12, 0
44, 3, 19, 0
44, 4, 5, 0
44, 3, 23, 0
44, 3, 3, 0
44, 1, 1, 0
44, 3, 7, 0
44, 3, 4, 0
44, 3, 8, 0
44, 3, 17, 0
44, 2, 2, 0
44, 4, 4, 0
44, 3, 17, 0
44, 3, 5, 0
44, 4, 14, 0
44, 2, 2, 0
44, 1, 1, 0
44, 4, 15, 0
44, 4, 8, 0
44, 3, 13, 0
44, 3, 29, 0
44, 3, 16, 0
44, 3, 6, 0
44, 2, 2, 0
44, 3, 3, 0
44, 3, 21, 0
44, 3, 31, 0
44, 4, 4, 0
44, 4, 24, 0
44, 3, 21, 0
44, 4, 5, 0
44, 1, 1, 0
44, 3, 7, 0
44, 4, 4, 0
44, 4, 17, 0
